sample	assembler	binID	pass.MIMAG_high	pass.MIMAG_medium	pass.GUNC	GUNC.n_contigs	GUNC.n_genes_called	GUNC.n_genes_mapped	GUNC.divergence_level	GUNC.contamination_portion	GUNC.n_effective_surplus_clades	GUNC.BRS	GUNC.CSS	checkM.lineage	checkM.genome_size	checkM.GC	checkM.coding_density	checkM.N50	checkM.longest_contig	checkM.mean_contig_length	checkM.translation_table	checkM.completeness	checkM.contamination	checkM.strain_heterogeneity	BUSCO_generic.D	BUSCO_generic.S	BUSCO_generic.F	BUSCO_generic.M	BUSCO_generic.T	BUSCO_specific.lineage	BUSCO_specific.D	BUSCO_specific.S	BUSCO_specific.F	BUSCO_specific.M	BUSCO_specific.T
JAE015	metaspades	bin.12	True	True	True	79	2389	2298	kingdom	0.00	0.00	0.93	0.00	k__Bacteria (UID1452)	2721335	55.70	90.78	50638	144715	31270	11	90.91	1.82	0.00	2.00	105.00	5.00	12.00	124.00	chloroflexi_odb10	1.00	233.00	2.00	35.00	271.00
JAE015	metaspades	bin.13	False	True	True	503	1397	1342	class	0.04	0.07	0.56	0.25	f__Lachnospiraceae (UID1286)	1237347	42.50	95.76	2814	15078	2445	11	66.09	2.68	22.22	0.00	81.00	8.00	35.00	124.00	clostridiales_odb10	0.00	170.00	23.00	71.00	264.00
JAE015	metaspades	bin.14	False	True	True	277	777	732	family	0.53	2.13	0.57	0.26	k__Bacteria (UID203)	821448	39.10	92.95	3063	16849	2944	11	61.21	4.08	12.50	13.00	77.00	2.00	32.00	124.00	clostridiales_odb10	15.00	146.00	7.00	96.00	264.00
JAE015	metaspades	bin.15	False	True	True	798	2665	2592	kingdom	0.00	0.00	0.90	0.00	f__Actinomycetaceae (UID1531)	2740153	73.60	87.36	3507	31794	2919	11	78.21	0.12	0.00	0.00	84.00	17.00	23.00	124.00	actinobacteria_class_odb10	0.00	250.00	42.00	64.00	356.00
JAE015	metaspades	bin.16	False	True	False	80	928	800	family	0.08	0.17	0.49	0.80	k__Bacteria (UID1452)	931220	48.80	89.70	23826	90139	10342	11	64.51	0.93	0.00	0.00	83.00	9.00	32.00	124.00						
JAE015	metaspades	bin.17	False	True	True	800	2020	1837	class	0.08	0.16	0.58	0.43	p__Firmicutes (UID1022)	1610823	56.60	91.14	2082	12281	1976	11	70.69	3.99	63.64	0.00	72.00	28.00	24.00	124.00	selenomonadales_odb10	2.00	390.00	56.00	348.00	796.00
JAE015	metaspades	bin.18	False	True	True	576	2156	1973	order	0.02	0.05	0.62	0.16	k__Bacteria (UID203)	2266112	72.10	86.30	4337	29623	3786	11	58.24	0.00	0.00	0.00	55.00	17.00	52.00	124.00						
JAE015	metaspades	bin.19	False	True	True	589	1264	1245	kingdom	0.00	0.00	0.93	0.00	g__Streptococcus (UID576)	992971	42.80	93.59	1712	8066	1674	11	56.21	3.26	35.71	1.00	42.00	20.00	61.00	124.00						
JAE015	metaspades	bin.2	False	True	True	496	1271	1159	family	0.63	2.57	0.50	0.15	o__Clostridiales (UID1120)	994255	43.80	92.59	2061	12713	1975	11	66.15	2.29	71.43	0.00	69.00	19.00	36.00	124.00	clostridiales_odb10	2.00	130.00	43.00	89.00	264.00
JAE015	metaspades	bin.20	True	True	True	60	1823	1722	genus	0.03	0.06	0.89	0.18	f__Actinomycetaceae (UID1531)	2150649	61.50	85.96	54772	145425	29046	11	99.76	2.17	14.29	0.00	123.00	1.00	0.00	124.00	actinobacteria_class_odb10	0.00	339.00	4.00	13.00	356.00
JAE015	metaspades	bin.21	True	True	True	280	2555	2364	family	0.03	0.06	0.78	0.35	p__Actinobacteria (UID2112)	2795130	61.10	83.24	17317	64756	9279	11	98.92	1.81	25.00	0.00	113.00	4.00	7.00	124.00	coriobacteriales_odb10	0.00	533.00	4.00	11.00	548.00
JAE015	metaspades	bin.22	False	True	True	578	1960	1842	genus	0.42	1.61	0.48	0.31	o__Clostridiales (UID1226)	1901324	55.80	90.51	4206	16782	3272	11	84.07	2.43	60.00	0.00	95.00	12.00	17.00	124.00	clostridiales_odb10	1.00	201.00	23.00	39.00	264.00
JAE015	metaspades	bin.23	True	True	True	113	2518	2423	kingdom	0.00	0.00	0.91	0.00	c__Deltaproteobacteria (UID3217)	2655717	59.70	90.05	38507	90937	22891	11	98.21	0.60	0.00	2.00	114.00	5.00	3.00	124.00	desulfovibrionales_odb10	3.00	744.00	4.00	26.00	777.00
JAE015	metaspades	bin.24	False	True	True	454	1623	1529	family	0.64	2.50	0.56	0.17	p__Bacteroidetes (UID2605)	1855587	48.30	95.12	5034	26672	4060	11	81.48	0.00	0.00	1.00	92.00	11.00	20.00	124.00	bacteroidales_odb10	0.00	413.00	15.00	113.00	541.00
JAE015	metaspades	bin.25	False	True	False	201	1101	1003	genus	0.02	0.05	0.80	1.00	o__Clostridiales (UID1120)	1074102	40.90	92.40	7443	42944	5239	11	83.10	0.71	0.00	0.00	103.00	8.00	13.00	124.00	clostridiales_odb10	0.00	215.00	11.00	38.00	264.00
JAE015	metaspades	bin.26	True	True	False	293	2380	2310	genus	0.02	0.05	0.87	0.81	o__Bacteroidales (UID2621)	2818034	48.10	90.75	12338	45274	9423	11	96.01	0.78	33.33	2.00	112.00	3.00	7.00	124.00	bacteroidales_odb10	1.00	516.00	3.00	21.00	541.00
JAE015	metaspades	bin.27	False	True	True	421	1236	1201	kingdom	0.00	0.00	0.94	0.00	o__Clostridiales (UID1120)	1169784	47.10	91.54	3198	55653	2758	11	76.50	2.32	57.14	1.00	83.00	16.00	24.00	124.00	clostridiales_odb10	1.00	161.00	33.00	69.00	264.00
JAE015	metaspades	bin.28	False	True	True	241	570	476	phylum	0.08	0.17	0.38	0.33	k__Bacteria (UID203)	585885	34.40	93.91	2546	9424	2352	11	51.19	0.00	0.00	0.00	42.00	8.00	74.00	124.00						
JAE015	metaspades	bin.29	True	True	True	173	1734	1685	kingdom	0.00	0.00	0.96	0.00	o__Bacteroidales (UID2657)	2083013	48.40	90.55	15807	41071	10095	11	92.30	0.74	0.00	1.00	91.00	2.00	30.00	124.00	bacteroidales_odb10	2.00	493.00	0.00	46.00	541.00
JAE015	metaspades	bin.3	False	True	True	922	2147	2013	family	0.35	1.18	0.56	0.33	p__Bacteroidetes (UID2605)	2044506	59.00	93.84	2408	10892	2156	11	63.15	0.71	100.00	0.00	63.00	22.00	39.00	124.00	bacteroidales_odb10	1.00	257.00	54.00	229.00	541.00
JAE015	metaspades	bin.30	True	True	False	220	2170	2022	family	0.17	0.38	0.46	0.51	c__Deltaproteobacteria (UID3217)	2306017	61.50	88.71	16637	40782	10434	11	97.02	1.25	50.00	0.00	106.00	10.00	8.00	124.00						
JAE015	metaspades	bin.31	True	True	True	35	1902	1865	family	0.02	0.05	0.90	0.34	p__Actinobacteria (UID2112)	2151545	64.50	87.28	81749	170974	48878	11	99.19	0.07	100.00	0.00	110.00	5.00	9.00	124.00	coriobacteriales_odb10	0.00	544.00	4.00	0.00	548.00
JAE015	metaspades	bin.32	False	True	True	729	1397	1361	kingdom	0.00	0.00	0.94	0.00	f__Neisseriaceae (UID3890)	1206015	53.90	88.19	1678	5072	1638	11	50.12	2.78	31.82	0.00	29.00	15.00	80.00	124.00						
JAE015	metaspades	bin.33	False	True	False	451	1064	988	phylum	0.36	0.85	0.54	0.61	k__Bacteria (UID2495)	848914	47.30	95.39	1959	5914	1829	11	57.71	3.58	40.00	1.00	46.00	17.00	60.00	124.00						
JAE015	metaspades	bin.35	False	True	False	922	2237	2047	order	0.02	0.05	0.70	0.82	c__Deltaproteobacteria (UID3218)	1739731	61.60	88.51	1938	9783	1840	11	69.62	2.41	0.00	1.00	52.00	29.00	42.00	124.00						
JAE015	metaspades	bin.4	True	True	True	98	1387	1312	genus	0.21	0.56	0.57	0.18	o__Clostridiales (UID1120)	1623254	46.50	88.91	23181	89515	15910	11	94.92	0.35	0.00	0.00	117.00	2.00	5.00	124.00	clostridiales_odb10	1.00	248.00	1.00	14.00	264.00
JAE015	metaspades	bin.5	True	True	False	171	2098	2029	family	0.03	0.06	0.87	0.46	o__Clostridiales (UID1120)	2179424	52.70	88.65	20391	58677	12596	11	98.47	0.23	100.00	1.00	120.00	1.00	2.00	124.00	clostridiales_odb10	0.00	255.00	3.00	6.00	264.00
JAE015	metaspades	bin.6	True	True	True	624	3139	3049	genus	0.03	0.05	0.85	0.22	o__Actinomycetales (UID1697)	3012049	66.70	89.92	6390	27030	4728	11	91.44	3.09	30.00	0.00	104.00	10.00	10.00	124.00	propionibacteriales_odb10	1.00	532.00	37.00	79.00	649.00
JAE015	metaspades	bin.7	True	True	True	366	2132	1871	phylum	0.05	0.10	0.45	0.29	k__Bacteria (UID2569)	2521302	48.10	90.76	9050	27053	6740	11	92.74	0.22	0.00	1.00	111.00	4.00	8.00	124.00	bacteroidetes_odb10	1.00	364.00	4.00	33.00	402.00
JAE015	metaspades	bin.8	False	True	False	917	2563	2493	phylum	0.06	0.13	0.86	0.76	f__Spirochaetaceae (UID2535)	2266389	48.00	94.28	2861	17679	2457	11	85.01	1.81	16.67	3.00	73.00	22.00	26.00	124.00	spirochaetales_odb10	2.00	241.00	47.00	55.00	345.00
JAE015	metaspades	bin.9	False	True	True	518	1053	1009	kingdom	0.00	0.00	0.91	0.00	o__Clostridiales (UID1120)	928714	37.00	89.42	1802	8147	1785	11	57.19	0.35	0.00	0.00	72.00	15.00	37.00	124.00	clostridiales_odb10	0.00	131.00	27.00	106.00	264.00
TAF018	megahit	bin.1	False	True	True	1308	5505	4614	order	0.04	0.07	0.30	0.13	k__Bacteria (UID2565)	5557004	63.80	88.16	5262	23975	4219	11	81.07	0.17	0.00	1.00	76.00	23.00	24.00	124.00						
TAF018	megahit	bin.2	False	True	True	758	2251	2178	genus	0.03	0.07	0.91	0.35	f__Actinomycetaceae (UID1531)	2019735	64.30	91.23	3149	11862	2664	11	85.55	3.22	46.15	1.00	75.00	19.00	29.00	124.00	actinobacteria_class_odb10	1.00	235.00	55.00	65.00	356.00
ESA007	megahit	bin.1	False	True	True	455	1673	1556	class	0.11	0.25	0.56	0.22	o__Clostridiales (UID1120)	1445813	42.30	88.42	4078	13629	3163	11	87.68	1.77	66.67	1.00	98.00	14.00	11.00	124.00	clostridiales_odb10	1.00	215.00	23.00	25.00	264.00
ESA007	megahit	bin.2	False	True	True	701	1613	1582	kingdom	0.00	0.00	0.93	0.00	p__Euryarchaeota (UID3)	1422997	29.50	94.06	2193	8592	2029	11	77.23	0.00	0.00						archaea_odb10	0.00	144.00	18.00	32.00	194.00
ESA007	megahit	bin.2	False	True	True	701	1613	1582	kingdom	0.00	0.00	0.93	0.00	p__Euryarchaeota (UID3)	1422997	29.50	94.06	2193	8592	2029	11	77.23	0.00	0.00						methanobacteria_odb10	1.00	572.00	39.00	170.00	782.00
OAK003	megahit	bin.1	True	True	False	421	2143	2056	genus	0.03	0.07	0.74	0.81	o__Clostridiales (UID1120)	1954181	37.40	88.89	7326	45448	4608	11	97.49	1.05	50.00	1.00	108.00	6.00	9.00	124.00	clostridiales_odb10	0.00	233.00	14.00	17.00	264.00
OAK003	megahit	bin.2	False	True	True	352	1338	1252	class	0.55	1.45	0.49	0.26	o__Clostridiales (UID1125)	1285879	32.10	92.20	4997	21355	3622	11	89.93	1.52	33.33	0.00	111.00	2.00	11.00	124.00	tissierellales_odb10	0.00	364.00	12.00	57.00	433.00
OAK003	megahit	bin.3	False	True	False	856	2256	1888	order	0.25	0.64	0.37	0.51	k__Bacteria (UID209)	1752180	63.30	89.16	2069	15908	1982	11	58.95	6.78	66.67	1.00	46.00	29.00	48.00	124.00	synergistetes_odb10	3.00	211.00	33.00	408.00	655.00
OAK003	megahit	bin.4	True	True	True	130	2339	2288	phylum	0.02	0.05	0.94	0.20	k__Bacteria (UID1452)	2632732	55.90	91.06	32006	75829	20251	11	91.82	2.83	25.00	1.00	106.00	6.00	11.00	124.00	chloroflexi_odb10	1.00	231.00	3.00	36.00	271.00
OAK003	megahit	bin.5	False	True	True	160	659	539	phylum	0.09	0.20	0.54	0.39	k__Bacteria (UID203)	544538	46.80	91.49	3769	13171	3403	11	51.93	1.72	100.00	0.00	25.00	15.00	84.00	124.00						
OAK003	megahit	bin.6	True	True	True	247	1401	1318	genus	0.22	0.58	0.57	0.27	o__Clostridiales (UID1120)	1466334	46.60	89.54	7462	23450	5936	11	90.43	2.50	60.00	0.00	106.00	9.00	9.00	124.00	clostridiales_odb10	1.00	226.00	13.00	24.00	264.00
OAK003	megahit	bin.7	False	True	False	693	1469	1324	order	0.09	0.20	0.52	0.56	o__Burkholderiales (UID4000)	1135207	56.10	85.85	1666	4878	1628	11	51.21	2.96	27.27	0.00	39.00	33.00	52.00	124.00	burkholderiales_odb10	0.00	232.00	80.00	376.00	688.00
FUM003	megahit	bin.1	True	True	True	128	5335	5168	genus	0.03	0.06	0.61	0.24	o__Burkholderiales (UID4000)	5799926	68.70	92.56	97141	470711	44274	11	96.65	1.17	0.00	1.00	88.00	0.00	35.00	124.00	burkholderiales_odb10	3.00	630.00	6.00	49.00	688.00
FUM003	megahit	bin.2	True	True	True	125	4538	4329	family	0.19	0.51	0.67	0.34	c__Betaproteobacteria (UID3971)	4607661	61.10	91.31	65406	149116	36861	11	99.05	0.02	0.00	3.00	119.00	1.00	1.00	124.00	betaproteobacteria_odb10	3.00	561.00	0.00	5.00	569.00
PYK002	megahit	bin.1	False	True	False	541	2170	2009	family	0.17	0.40	0.46	0.69	c__Deltaproteobacteria (UID3217)	1995534	61.60	89.27	4170	17939	3681	11	82.14	2.85	18.18	1.00	75.00	21.00	27.00	124.00						
PYK002	megahit	bin.2	True	True	True	266	1417	1356	genus	0.24	0.65	0.58	0.32	o__Clostridiales (UID1120)	1487339	46.70	89.70	7255	26126	5570	11	90.26	1.09	33.33	0.00	104.00	10.00	10.00	124.00	clostridiales_odb10	1.00	222.00	16.00	25.00	264.00
PYK002	megahit	bin.3	False	True	True	351	1183	1091	genus	0.46	1.97	0.39	0.33	o__Clostridiales (UID1120)	1033566	38.30	90.33	3079	18284	2903	11	62.49	1.42	0.00	2.00	63.00	12.00	47.00	124.00	clostridiales_odb10	4.00	130.00	32.00	98.00	264.00
JAE009	metaspades	bin.1	False	True	True	428	1456	1370	family	0.35	1.22	0.56	0.30	o__Clostridiales (UID1120)	1378558	50.60	93.04	3964	15001	3191	11	89.60	1.42	50.00	0.00	98.00	14.00	12.00	124.00	clostridiales_odb10	0.00	203.00	28.00	33.00	264.00
JAE009	metaspades	bin.10	False	True	False	763	2570	2270	family	0.25	0.69	0.37	0.73	k__Bacteria (UID209)	2324878	64.30	88.37	3662	25679	2929	11	86.98	0.85	100.00	0.00	82.00	20.00	22.00	124.00	synergistetes_odb10	4.00	412.00	24.00	215.00	655.00
JAE009	metaspades	bin.11	True	True	True	24	2859	2745	family	0.02	0.05	0.86	0.15	o__Actinomycetales (UID1697)	3164176	66.50	89.26	224653	550761	77133	11	97.47	1.22	0.00	0.00	122.00	2.00	0.00	124.00	propionibacteriales_odb10	1.00	621.00	4.00	23.00	649.00
JAE009	metaspades	bin.12	False	True	True	438	2002	1969	kingdom	0.00	0.00	0.95	0.00	p__Proteobacteria (UID3887)	2022541	65.60	85.84	4474	36595	3776	11	62.78	0.03	100.00	0.00	82.00	14.00	28.00	124.00	burkholderiales_odb10	2.00	405.00	53.00	228.00	688.00
JAE009	metaspades	bin.13	False	True	True	764	1720	1696	kingdom	0.00	0.00	0.94	0.00	f__Actinomycetaceae (UID1531)	1685455	74.20	91.97	2201	16680	2085	11	52.01	0.59	50.00	0.00	44.00	14.00	66.00	124.00						
JAE009	metaspades	bin.14	True	True	True	73	2072	1931	order	0.03	0.07	0.65	0.14	o__Burkholderiales (UID4000)	2291323	64.80	85.84	44177	156079	28278	11	92.66	0.12	0.00	0.00	90.00	7.00	27.00	124.00	burkholderiales_odb10	1.00	589.00	12.00	86.00	688.00
JAE009	metaspades	bin.15	True	True	True	68	2584	2403	family	0.06	0.14	0.75	0.23	p__Actinobacteria (UID2112)	2846446	61.80	83.79	57151	187606	37943	11	94.76	0.60	0.00	0.00	110.00	4.00	10.00	124.00	coriobacteriales_odb10	0.00	508.00	1.00	39.00	548.00
JAE009	metaspades	bin.16	False	True	True	364	2275	2124	order	0.02	0.04	0.64	0.11	f__Actinomycetaceae (UID1531)	2693959	72.20	84.50	7470	31218	5285	11	82.00	1.30	50.00	0.00	78.00	9.00	37.00	124.00	actinobacteria_class_odb10	0.00	261.00	25.00	70.00	356.00
JAE009	metaspades	bin.17	False	True	True	185	957	938	kingdom	0.00	0.00	0.93	0.00	o__Clostridiales (UID1120)	991829	41.10	92.46	7341	22765	5331	11	83.81	0.73	0.00	0.00	109.00	5.00	10.00	124.00	clostridiales_odb10	0.00	216.00	11.00	37.00	264.00
JAE009	metaspades	bin.18	False	True	True	1099	2076	2001	kingdom	0.00	0.00	0.93	0.00	g__Prevotella (UID2724)	1957951	47.90	86.72	1768	15524	1754	11	68.26	3.13	52.94	0.00	62.00	27.00	35.00	124.00	bacteroidales_odb10	0.00	244.00	90.00	207.00	541.00
JAE009	metaspades	bin.19	False	True	True	408	2094	2023	genus	0.04	0.08	0.90	0.30	f__Neisseriaceae (UID3890)	1975934	57.30	82.80	6457	26475	4831	11	87.14	0.89	50.00	0.00	81.00	3.00	40.00	124.00	neisseriales_odb10	4.00	642.00	17.00	141.00	804.00
JAE009	metaspades	bin.20	True	True	True	140	1703	1558	kingdom	0.00	0.00	0.73	0.00	f__Porphyromonadaceae (UID2622)	2141166	54.20	84.96	21122	58851	14971	11	94.31	0.02	100.00	1.00	108.00	8.00	7.00	124.00	bacteroidales_odb10	1.00	522.00	3.00	15.00	541.00
JAE009	metaspades	bin.21	False	True	True	446	2150	2097	class	0.03	0.05	0.91	0.20	c__Gammaproteobacteria (UID4201)	1958921	60.60	90.77	5244	18943	4313	11	83.61	1.52	50.00	0.00	72.00	13.00	39.00	124.00						
JAE009	metaspades	bin.22	True	True	True	190	1678	1617	kingdom	0.00	0.00	0.93	0.00	f__Porphyromonadaceae (UID2622)	1996845	49.10	87.61	13112	55312	10399	11	98.51	0.00	0.00	1.00	114.00	2.00	7.00	124.00	bacteroidales_odb10	0.00	529.00	1.00	11.00	541.00
JAE009	metaspades	bin.23	False	True	True	504	1288	1267	kingdom	0.00	0.00	0.94	0.00	p__Bacteroidetes (UID2605)	1431113	40.50	94.68	2947	10955	2833	11	56.67	0.71	0.00	0.00	48.00	4.00	72.00	124.00						
JAE009	metaspades	bin.24	True	True	False	83	2423	2308	genus	0.02	0.05	0.81	0.45	o__Burkholderiales (UID4000)	2739324	64.10	83.19	64537	159806	28822	11	97.45	2.10	50.00	0.00	111.00	8.00	5.00	124.00	burkholderiales_odb10	6.00	625.00	8.00	49.00	688.00
JAE009	metaspades	bin.25	False	True	True	476	2795	2691	class	0.02	0.04	0.92	0.40	k__Bacteria (UID1452)	2827644	55.40	91.23	8475	33154	5865	11	88.64	5.84	55.56	1.00	91.00	18.00	14.00	124.00	chloroflexi_odb10	2.00	212.00	12.00	45.00	271.00
JAE009	metaspades	bin.26	False	True	True	113	814	702	class	0.04	0.08	0.59	0.43	k__Bacteria (UID1453)	763064	48.00	92.17	10233	43389	6693	11	63.68	2.74	25.00	1.00	76.00	14.00	33.00	124.00						
JAE009	metaspades	bin.27	False	True	False	858	1457	1386	order	0.10	0.23	0.79	0.57	k__Bacteria (UID2569)	1342516	44.80	93.89	1517	7190	1557	11	50.11	9.41	25.93	4.00	42.00	20.00	58.00	124.00	bacteroidetes_odb10	16.00	132.00	49.00	205.00	402.00
JAE009	metaspades	bin.28	False	True	False	863	2000	1958	phylum	0.03	0.05	0.93	0.79	k__Bacteria (UID209)	1614234	61.20	90.36	1948	6818	1825	11	52.51	3.54	33.33	1.00	49.00	25.00	49.00	124.00	synergistetes_odb10	2.00	271.00	62.00	320.00	655.00
JAE009	metaspades	bin.29	False	True	True	480	1179	1142	kingdom	0.00	0.00	0.94	0.00	o__Clostridiales (UID1120)	1071319	47.20	91.83	2372	10063	2195	11	77.67	0.22	66.67	0.00	80.00	15.00	29.00	124.00	clostridiales_odb10	0.00	156.00	36.00	72.00	264.00
JAE009	metaspades	bin.3	False	True	False	537	1498	1434	family	0.02	0.04	0.91	0.95	o__Burkholderiales (UID4000)	1316332	52.80	84.66	2734	19125	2391	11	53.74	0.58	83.33	0.00	41.00	13.00	70.00	124.00						
JAE009	metaspades	bin.4	True	True	True	106	2257	2069	genus	0.18	0.46	0.43	0.28	c__Deltaproteobacteria (UID3217)	2451296	61.20	88.57	29504	88009	22695	11	98.21	0.00	0.00	0.00	115.00	3.00	6.00	124.00						
JAE009	metaspades	bin.5	True	True	False	169	1364	1293	phylum	0.03	0.06	0.66	0.95	o__Clostridiales (UID1120)	1517878	46.80	89.46	11973	35802	8772	11	95.15	0.35	0.00	0.00	117.00	3.00	4.00	124.00	clostridiales_odb10	2.00	243.00	2.00	17.00	264.00
JAE009	metaspades	bin.6	True	True	True	178	2106	1987	kingdom	0.00	0.00	0.71	0.00	o__Actinomycetales (UID1530)	2355929	57.40	85.88	20833	83879	12871	11	96.18	0.35	100.00	0.00	111.00	7.00	6.00	124.00	micrococcales_odb10	0.00	460.00	14.00	63.00	537.00
JAE009	metaspades	bin.7	False	True	False	774	2224	2043	class	0.03	0.05	0.84	1.00	o__Actinomycetales (UID1809)	1751037	57.70	90.29	2383	48368	2233	11	58.12	2.38	80.00	0.00	61.00	27.00	36.00	124.00	corynebacteriales_odb10	0.00	317.00	109.00	317.00	743.00
JAE009	metaspades	bin.8	False	True	True	477	2149	2073	genus	0.17	0.40	0.86	0.28	f__Actinomycetaceae (UID1531)	2101122	65.60	90.20	5344	16866	4323	11	82.92	0.52	40.00	0.00	87.00	19.00	18.00	124.00	actinobacteria_class_odb10	0.00	249.00	38.00	69.00	356.00
JAE009	metaspades	bin.9	False	True	True	314	1189	1117	family	0.60	2.42	0.50	0.17	o__Clostridiales (UID1120)	1221957	43.80	89.49	5157	50732	3866	11	89.72	0.00	0.00	0.00	112.00	3.00	9.00	124.00	clostridiales_odb10	1.00	231.00	9.00	23.00	264.00
VLC010	metaspades	bin.1	False	True	True	470	2526	2360	order	0.05	0.12	0.77	0.24	k__Bacteria (UID203)	2363575	59.20	88.96	6682	23292	4922	11	81.03	3.45	50.00	0.00	83.00	6.00	35.00	124.00						
VLC010	metaspades	bin.10	False	True	True	321	2213	2140	kingdom	0.00	0.00	0.84	0.00	f__Actinomycetaceae (UID1531)	2415745	71.40	86.40	8246	90019	6445	11	52.89	1.07	75.00	1.00	53.00	9.00	61.00	124.00						
VLC010	metaspades	bin.11	False	True	True	536	2616	2509	kingdom	0.00	0.00	0.89	0.00	k__Bacteria (UID203)	2573197	68.40	88.13	5722	33233	4624	11	52.63	5.26	25.00	0.00	46.00	16.00	62.00	124.00						
VLC010	metaspades	bin.12	True	True	True	390	2178	2046	family	0.02	0.04	0.82	0.36	p__Actinobacteria (UID2112)	2317271	61.60	84.29	6362	24218	4547	11	93.86	1.24	100.00	0.00	101.00	11.00	12.00	124.00	coriobacteriales_odb10	0.00	501.00	11.00	36.00	548.00
VLC010	metaspades	bin.13	False	True	True	101	690	546	family	0.04	0.08	0.32	0.28	k__Bacteria (UID1453)	725596	51.30	90.73	11202	37585	6592	11	61.51	2.14	33.33	1.00	67.00	14.00	42.00	124.00						
VLC010	metaspades	bin.14	False	True	False	822	1757	1523	order	0.35	1.13	0.42	0.80	k__Bacteria (UID209)	1265419	63.10	89.00	1472	7098	1497	11	52.42	2.93	16.67	0.00	38.00	25.00	61.00	124.00						
VLC010	metaspades	bin.2	False	True	True	899	2468	2206	order	0.02	0.04	0.60	0.35	k__Bacteria (UID203)	2394977	72.10	85.23	3028	12875	2520	11	57.92	0.00	0.00	0.00	51.00	21.00	52.00	124.00						
VLC010	metaspades	bin.3	False	True	True	625	1797	1782	kingdom	0.00	0.00	0.93	0.00	f__Actinomycetaceae (UID1531)	1887222	74.70	91.06	2929	30197	2758	11	54.35	8.46	33.33	4.00	52.00	16.00	52.00	124.00	actinobacteria_class_odb10	19.00	152.00	25.00	160.00	356.00
VLC010	metaspades	bin.4	True	True	False	263	2375	2262	genus	0.02	0.05	0.80	0.51	o__Burkholderiales (UID4000)	2620807	64.70	82.60	10355	40531	6293	11	94.67	0.47	100.00	0.00	106.00	10.00	8.00	124.00	burkholderiales_odb10	3.00	608.00	19.00	58.00	688.00
VLC010	metaspades	bin.5	True	True	True	199	2820	2753	genus	0.02	0.04	0.91	0.06	o__Actinomycetales (UID1697)	3056271	66.60	89.97	23646	181018	11126	11	93.63	1.75	0.00	1.00	106.00	2.00	15.00	124.00	propionibacteriales_odb10	2.00	591.00	9.00	47.00	649.00
VLC010	metaspades	bin.6	True	True	True	108	2170	2033	kingdom	0.00	0.00	0.70	0.00	o__Actinomycetales (UID1530)	2487433	57.30	86.22	39571	123935	22611	11	98.29	0.00	0.00	0.00	121.00	2.00	1.00	124.00	micrococcales_odb10	0.00	484.00	9.00	44.00	537.00
VLC010	metaspades	bin.7	False	True	False	170	1009	824	family	0.08	0.19	0.45	0.81	k__Bacteria (UID1452)	906816	48.30	90.45	9954	32855	5007	11	63.12	0.93	0.00	0.00	78.00	12.00	34.00	124.00						
VLC010	metaspades	bin.8	False	True	True	859	3007	2923	kingdom	0.00	0.00	0.92	0.00	p__Proteobacteria (UID3887)	2855388	65.70	87.70	4115	24461	3308	11	89.59	2.88	83.33	1.00	103.00	12.00	8.00	124.00	burkholderiales_odb10	1.00	498.00	78.00	111.00	688.00
VLC010	metaspades	bin.9	True	True	True	59	2538	2449	kingdom	0.00	0.00	0.92	0.00	o__Actinomycetales (UID1812)	2834236	57.20	87.00	68367	265526	35401	11	99.89	0.09	100.00	0.00	121.00	3.00	0.00	124.00	corynebacteriales_odb10	1.00	718.00	10.00	14.00	743.00
VLD001	megahit	bin.1	False	True	True	46	753	673	class	0.21	0.56	0.36	0.09	k__Bacteria (UID1452)	830237	36.20	88.60	29293	88741	17664	11	68.06	0.00	0.00	0.00	81.00	10.00	33.00	124.00						
JAE007	metaspades	bin.1	True	True	True	35	2088	2043	genus	0.15	0.35	0.88	0.06	f__Actinomycetaceae (UID1531)	2421709	65.40	89.02	108343	267233	65446	11	100.00	0.47	0.00	0.00	124.00	0.00	0.00	124.00	actinobacteria_class_odb10	0.00	338.00	2.00	16.00	356.00
JAE007	metaspades	bin.10	True	True	True	417	1858	1823	kingdom	0.00	0.00	0.91	0.00	p__Bacteroidetes (UID2605)	2024152	40.70	93.00	6174	21179	4842	11	90.85	0.48	100.00	0.00	111.00	1.00	12.00	124.00	flavobacteriales_odb10	1.00	610.00	9.00	113.00	733.00
JAE007	metaspades	bin.11	False	True	True	264	1092	699	class	0.31	1.01	0.23	0.30	k__Bacteria (UID1453)	862433	37.80	92.40	3566	12392	3014	4	61.20	0.00	0.00	0.00	55.00	19.00	50.00	124.00						
JAE007	metaspades	bin.12	False	True	True	200	2018	1949	kingdom	0.00	0.00	0.92	0.00	f__Neisseriaceae (UID3890)	2088977	51.40	83.11	16456	79649	10088	11	84.59	0.34	50.00	0.00	91.00	5.00	28.00	124.00	neisseriales_odb10	1.00	681.00	4.00	118.00	804.00
JAE007	metaspades	bin.13	True	True	True	54	2078	2050	genus	0.03	0.07	0.90	0.12	f__Pasteurellaceae (UID4932)	2268731	42.70	89.18	54991	175580	34356	11	99.43	0.70	50.00	4.00	119.00	1.00	0.00	124.00	pasteurellales_odb10	11.00	1081.00	1.00	7.00	1100.00
