binID	sample	metaWRAP_binID	pass.MIMAG_medium	pass.MIMAG_high	pass.GUNC	pass.Polyrate	GUNC.n_contigs	GUNC.divergence_level	GUNC.contamination_portion	GUNC.n_effective_surplus_clades	checkM.genome_size	checkM.GC	checkM.coding_density	checkM.N50_contigs	checkM.lineage	checkM.completeness	checkM.contamination	checkM.strain_heterogeneity	meanCov	breadth	polyrate
JAE008_002	JAE008	bin.2	True	False	True	True	85	phylum	0.1	0.22	616956	48.1	92.23	9534	k__Bacteria (UID1452)	53.4	0.0	0.0	11.2338	0.9986	0.0012
JAE008_003	JAE008	bin.3	True	True	True	False	600	kingdom	0.0	0.0	3184962	47.0	83.06	7513	g__Prevotella (UID2724)	94.25	2.26	50.0	27.7678	0.9995	0.0091
JAE008_004	JAE008	bin.4	True	True	True	True	97	kingdom	0.0	0.0	2196567	54.1	84.52	29588	f__Porphyromonadaceae (UID2622)	95.33	0.02	100.0	19.3873	0.9994	0.0008
JAE008_005	JAE008	bin.5	True	False	True	True	166	phylum	0.03	0.07	2435339	56.1	90.95	23157	k__Bacteria (UID1452)	88.18	2.73	33.33	10.6701	0.9991	0.0001
JAE008_006	JAE008	bin.6	True	True	True	True	135	kingdom	0.0	0.0	2914803	65.7	87.86	44041	p__Proteobacteria (UID3887)	91.67	0.62	100.0	39.7416	0.9987	0.0038
JAE008_007	JAE008	bin.7	True	True	True	True	455	order	0.03	0.05	1779292	43.9	90.31	4712	k__Bacteria (UID2569)	90.54	0.81	0.0	40.9582	0.9993	0.0032
JAE008_008	JAE008	bin.8	True	False	True	False	415	genus	0.02	0.05	1312608	43.5	90.84	3427	f__Pasteurellaceae (UID4932)	71.46	1.18	71.43	11.7069	0.9984	0.008
JAE008_009	JAE008	bin.9	True	False	True	True	225	family	0.03	0.05	1483006	55.6	86.3	9112	p__Bacteroidetes (UID2605)	55.4	0.0	0.0	9.8868	0.9981	0.0011
JAE008_010	JAE008	bin.10	True	False	True	False	458	order	0.04	0.08	1787932	59.4	89.2	4298	k__Bacteria (UID203)	67.24	0.0	0.0	30.7575	0.9991	0.0131
JAE008_011	JAE008	bin.11	True	True	True	True	94	family	0.08	0.16	3117446	64.5	89.97	58143	o__Actinomycetales (UID1697)	93.28	0.52	0.0	37.131	0.9999	0.0007
JAE008_012	JAE008	bin.12	True	False	True	False	453	kingdom	0.0	0.0	1679297	40.8	93.84	4363	p__Bacteroidetes (UID2605)	66.49	1.43	66.67	22.5105	0.9991	0.0076
JAE008_013	JAE008	bin.13	True	True	True	False	419	kingdom	0.0	0.0	2621682	57.5	87.87	8767	o__Actinomycetales (UID1812)	91.95	3.17	75.0	19.4695	0.9995	0.0079
JAE008_014	JAE008	bin.14	True	False	True	True	63	class	0.08	0.17	737447	51.4	92.29	21004	k__Bacteria (UID1452)	58.18	2.78	100.0	39.3143	0.9999	0.0027
JAE008_015	JAE008	bin.15	True	True	True	True	145	kingdom	0.0	0.0	2975036	71.9	84.43	30774	f__Actinomycetaceae (UID1531)	93.73	1.17	75.0	44.1495	0.999	0.0024
JAE008_016	JAE008	bin.16	True	True	True	False	139	kingdom	0.0	0.0	2534657	64.7	81.67	12986	o__Burkholderiales (UID4000)	93.86	0.7	0.0	325.8888	0.9963	0.0082
JAE008_017	JAE008	bin.17	True	False	True	True	414	kingdom	0.0	0.0	1520791	41.8	92.52	4231	p__Bacteroidetes (UID2605)	73.98	2.14	60.0	18.2861	0.9992	0.0025
JAE008_018	JAE008	bin.18	True	False	True	False	348	order	0.2	0.48	1852162	63.9	88.19	6310	k__Bacteria (UID209)	89.83	3.39	100.0	26.051	0.9993	0.0097
JAE008_019	JAE008	bin.19	True	False	True	False	376	genus	0.02	0.04	2451163	67.1	90.44	6872	o__Actinomycetales (UID1697)	82.57	0.52	0.0	57.149	0.9974	0.0127
JAE008_020	JAE008	bin.20	True	True	True	True	512	kingdom	0.0	0.0	1669974	48.1	90.0	4012	f__Porphyromonadaceae (UID2622)	91.75	2.62	50.0	6.9746	0.9972	0.0002
JAE008_021	JAE008	bin.21	True	True	True	True	98	phylum	0.02	0.05	2546922	57.2	85.81	41433	o__Actinomycetales (UID1530)	98.34	0.0	0.0	36.1897	0.9995	0.0045
JAE008_022	JAE008	bin.22	True	False	True	False	600	kingdom	0.0	0.0	2017999	73.4	87.5	3296	f__Actinomycetaceae (UID1531)	56.51	1.62	53.85	69.3006	0.9979	0.0109
JAE008_023	JAE008	bin.23	True	False	True	False	656	kingdom	0.0	0.0	1953913	57.1	82.85	3576	f__Neisseriaceae (UID3890)	77.77	3.04	80.95	24.5958	0.9994	0.0121
JAE008_024	JAE008	bin.24	True	False	True	True	78	order	0.04	0.09	2504243	71.7	90.14	36915	f__Actinomycetaceae (UID1531)	88.68	0.71	50.0	66.6816	0.9995	0.0013
JAE008_025	JAE008	bin.25	True	False	True	True	815	kingdom	0.0	0.0	1747489	40.2	94.09	2370	f__Spirochaetaceae (UID2512)	75.61	0.81	100.0	7.9107	0.9979	0.001
JAE008_026	JAE008	bin.26	False	False	True	True	362	kingdom	0.0	0.0	680823	34.4	95.75	1913	k__Bacteria (UID2329)	43.83	0.0	0.0	17.7639	0.9985	0.0015
JAE008_027	JAE008	bin.27	False	False	True	False	589	kingdom	0.0	0.0	961956	48.9	87.03	1637	c__Epsilonproteobacteria (UID3065)	49.33	2.89	50.0	8.5251	0.9963	0.0155
JAE009_001	JAE009	bin.1	True	False	True	True	366	family	0.28	0.85	1177252	50.5	92.96	3941	o__Clostridiales (UID1120)	85.84	1.42	50.0	7.7073	0.9975	0.0001
JAE009_003	JAE009	bin.3	False	False	True	False	503	kingdom	0.0	0.0	1221756	52.7	84.94	2759	k__Bacteria (UID203)	45.14	0.0	0.0	36.29	0.9993	0.01
JAE009_004	JAE009	bin.4	True	True	True	True	103	genus	0.18	0.45	2407607	61.2	88.54	29514	c__Deltaproteobacteria (UID3217)	98.21	0.0	0.0	22.2095	0.9998	0.0002
JAE009_005	JAE009	bin.5	True	True	True	True	158	genus	0.21	0.53	1473461	46.8	89.48	11973	o__Clostridiales (UID1120)	93.38	0.35	0.0	15.5354	0.9992	0.0002
JAE009_006	JAE009	bin.6	True	True	True	True	168	kingdom	0.0	0.0	2328991	57.4	85.84	20833	o__Actinomycetales (UID1530)	96.05	0.22	100.0	31.8625	0.9996	0.0023
JAE009_007	JAE009	bin.7	True	False	True	False	686	kingdom	0.0	0.0	1452854	57.5	90.68	2237	o__Actinomycetales (UID1809)	58.07	1.48	100.0	15.734	0.9987	0.0073
JAE009_008	JAE009	bin.8	True	False	True	False	454	genus	0.16	0.37	2018756	65.7	89.98	5382	f__Actinomycetaceae (UID1531)	82.7	0.52	40.0	11.708	0.9985	0.0056
JAE009_009	JAE009	bin.9	True	False	True	True	259	family	0.58	2.12	1016713	43.4	89.93	5449	o__Clostridiales (UID1120)	86.88	0.0	0.0	12.7889	0.999	0.0001
JAE009_010	JAE009	bin.10	True	False	False	False	529	order	0.18	0.41	1696889	64.7	89.51	3882	k__Bacteria (UID209)	86.98	0.85	100.0	38.2358	0.9996	0.0135
JAE009_011	JAE009	bin.11	True	True	True	True	23	order	0.02	0.04	3152898	66.5	89.27	224653	o__Actinomycetales (UID1697)	97.47	1.22	0.0	99.3007	0.9995	0.0001
JAE009_012	JAE009	bin.12	True	False	True	False	434	kingdom	0.0	0.0	2012145	65.6	85.77	4509	p__Proteobacteria (UID3887)	62.78	0.03	100.0	36.9497	0.9972	0.0084
JAE009_013	JAE009	bin.13	False	False	True	False	646	kingdom	0.0	0.0	1439004	74.4	91.72	2214	f__Actinomycetaceae (UID1531)	48.7	0.47	0.0	108.5231	0.9988	0.0175
JAE009_014	JAE009	bin.14	True	True	True	True	72	order	0.03	0.07	2288212	64.8	85.83	44177	o__Burkholderiales (UID4000)	92.2	0.12	0.0	35.9386	0.9997	0.0003
JAE009_015	JAE009	bin.15	True	True	True	True	66	family	0.06	0.14	2831749	61.8	83.78	57151	p__Actinobacteria (UID2112)	94.76	0.6	0.0	44.5787	0.9998	0.0004
JAE009_016	JAE009	bin.16	True	False	True	False	353	order	0.02	0.04	2646574	72.3	84.34	7470	f__Actinomycetaceae (UID1531)	81.93	1.3	50.0	51.4876	0.9963	0.0072
JAE009_017	JAE009	bin.17	True	False	True	True	176	kingdom	0.0	0.0	961466	41.1	92.53	7353	o__Clostridiales (UID1120)	83.81	0.73	0.0	21.3907	0.9992	0.0001
JAE009_018	JAE009	bin.18	True	False	True	False	1030	kingdom	0.0	0.0	1848101	48.0	86.75	1791	g__Prevotella (UID2724)	66.01	3.1	64.29	10.4264	0.9973	0.0111
JAE009_019	JAE009	bin.19	True	False	True	False	395	genus	0.03	0.07	1935855	57.4	82.74	6540	f__Neisseriaceae (UID3890)	87.14	0.89	50.0	16.6117	0.999	0.005
JAE009_020	JAE009	bin.20	True	True	True	True	134	kingdom	0.0	0.0	2088969	54.3	84.93	21425	f__Porphyromonadaceae (UID2622)	94.0	0.02	100.0	17.9831	0.9995	0.0009
JAE009_021	JAE009	bin.21	True	False	True	False	433	class	0.02	0.04	1917054	60.6	90.75	5374	c__Gammaproteobacteria (UID4201)	83.61	1.52	50.0	22.115	0.9994	0.0076
JAE009_022	JAE009	bin.22	True	True	True	True	181	kingdom	0.0	0.0	1974997	49.1	87.63	13281	f__Porphyromonadaceae (UID2622)	98.51	0.0	0.0	19.8795	0.9997	0.0003
JAE009_023	JAE009	bin.23	True	False	True	False	443	kingdom	0.0	0.0	1274410	40.6	94.87	2986	p__Bacteroidetes (UID2605)	51.21	0.24	0.0	16.9872	0.9988	0.0062
JAE009_024	JAE009	bin.24	True	True	True	True	75	class	0.03	0.05	2711985	64.1	83.07	64537	o__Burkholderiales (UID4000)	97.45	2.1	50.0	50.8203	0.9993	0.0004
JAE009_025	JAE009	bin.25	True	False	True	False	464	kingdom	0.0	0.0	2741054	55.5	91.17	8474	k__Bacteria (UID1452)	88.64	5.84	55.56	16.8648	0.9994	0.0078
JAE009_026	JAE009	bin.26	True	False	True	True	83	class	0.02	0.05	691312	48.0	92.16	10869	k__Bacteria (UID1453)	62.82	2.74	25.0	33.197	0.9998	0.0028
JAE009_027	JAE009	bin.27	False	False	False	False	719	order	0.03	0.07	1117472	44.8	93.54	1508	k__Bacteria (UID2569)	48.5	7.69	27.27	17.5754	0.9984	0.0104
JAE009_028	JAE009	bin.28	False	False	True	True	735	kingdom	0.0	0.0	1412982	61.4	90.53	2029	k__Bacteria (UID209)	47.43	0.15	100.0	6.1911	0.9969	0.0004
JAE009_029	JAE009	bin.29	True	False	True	True	448	kingdom	0.0	0.0	1016608	47.2	92.06	2413	o__Clostridiales (UID1120)	77.67	0.22	66.67	6.8185	0.9973	0.0004
JAE010_001	JAE010	bin.1	True	False	True	False	333	kingdom	0.0	0.0	1394718	42.2	90.62	4881	k__Bacteria (UID203)	68.0	5.17	100.0	45.5654	0.9994	0.0104
JAE010_002	JAE010	bin.2	True	True	True	True	43	class	0.02	0.05	2661913	64.1	82.7	109447	o__Burkholderiales (UID4000)	98.53	0.7	0.0	77.3571	0.9998	0.0002
JAE010_003	JAE010	bin.3	True	False	True	True	694	kingdom	0.0	0.0	2115022	39.8	93.34	3505	p__Bacteroidetes (UID2605)	80.36	0.48	100.0	54.9166	0.9992	0.0009
JAE010_004	JAE010	bin.4	True	False	True	True	347	family	0.16	0.37	1046465	39.1	91.04	3284	o__Lactobacillales (UID355)	64.78	0.29	0.0	13.1549	0.9984	0.0007
JAE010_005	JAE010	bin.5	True	False	True	True	75	phylum	0.07	0.15	719442	48.7	92.1	11608	k__Bacteria (UID1452)	59.04	0.93	0.0	18.8533	0.9997	0.0015
JAE010_006	JAE010	bin.6	True	False	True	False	855	family	0.02	0.05	2213883	61.8	84.43	3020	p__Actinobacteria (UID2112)	72.93	1.68	40.0	13.2101	0.9983	0.013
JAE010_007	JAE010	bin.7	True	False	True	False	484	kingdom	0.0	0.0	1994825	70.0	86.99	4196	f__Actinomycetaceae (UID1531)	74.06	0.67	50.0	156.3811	0.997	0.0244
JAE010_008	JAE010	bin.8	True	True	True	False	171	genus	0.03	0.06	3031947	66.8	89.9	29870	o__Actinomycetales (UID1697)	95.55	1.75	0.0	82.8374	0.9982	0.009
JAE010_009	JAE010	bin.9	True	False	True	True	632	kingdom	0.0	0.0	1756605	42.3	93.21	3172	p__Bacteroidetes (UID2605)	84.08	0.95	50.0	39.3078	0.9993	0.0014
JAE010_010	JAE010	bin.10	True	True	True	True	45	kingdom	0.0	0.0	3157608	65.5	87.84	164049	p__Proteobacteria (UID3887)	98.05	0.0	0.0	34.8339	0.9995	0.0004
JAE010_011	JAE010	bin.11	True	True	True	True	158	kingdom	0.0	0.0	2673672	57.2	87.01	34621	o__Actinomycetales (UID1812)	92.96	0.44	100.0	28.3454	0.9994	0.0012
JAE010_012	JAE010	bin.12	True	False	True	True	400	kingdom	0.0	0.0	1684758	61.1	82.43	4827	f__Neisseriaceae (UID3890)	78.55	1.19	50.0	14.9089	0.9987	0.0032
JAE010_013	JAE010	bin.13	True	False	False	False	642	order	0.16	0.36	1524782	64.7	89.59	2664	k__Bacteria (UID209)	82.02	0.15	100.0	11.4522	0.9971	0.0082
JAE010_014	JAE010	bin.14	True	False	True	False	176	kingdom	0.0	0.0	1378575	55.2	85.95	12230	o__Actinomycetales (UID1530)	51.99	0.88	50.0	108.6024	0.9995	0.0112
JAE010_015	JAE010	bin.15	True	True	True	True	35	phylum	0.03	0.07	1350025	62.5	88.76	55523	p__Euryarchaeota (UID3)	92.34	2.02	0.0	32.9325	0.9998	0.0
JAE010_016	JAE010	bin.16	True	False	True	True	409	family	0.33	1.09	1214193	50.4	93.05	3477	o__Clostridiales (UID1120)	87.39	2.88	33.33	7.7707	0.9979	0.0002
JAE010_017	JAE010	bin.17	True	False	True	False	678	kingdom	0.0	0.0	2283405	51.9	83.61	4133	f__Neisseriaceae (UID3890)	86.43	1.02	87.5	42.3923	0.9996	0.0059
JAE010_018	JAE010	bin.18	True	True	True	True	28	genus	0.15	0.35	2396729	65.5	89.12	134689	f__Actinomycetaceae (UID1531)	100.0	0.47	0.0	103.145	0.9996	0.0002
JAE010_019	JAE010	bin.19	True	False	True	True	428	kingdom	0.0	0.0	1586849	40.8	89.83	4867	o__Lactobacillales (UID544)	68.26	1.81	80.0	86.3234	0.9992	0.0036
JAE010_020	JAE010	bin.20	True	True	True	True	216	genus	0.03	0.07	2030975	54.9	82.76	12249	f__Neisseriaceae (UID3890)	93.37	0.23	100.0	20.8185	0.9995	0.0014
JAE010_021	JAE010	bin.21	True	False	True	False	555	kingdom	0.0	0.0	1207029	47.6	92.18	2312	o__Lactobacillales (UID355)	63.1	2.58	62.5	8.247	0.9968	0.0072
JAE010_023	JAE010	bin.23	True	False	True	True	63	kingdom	0.0	0.0	1447348	57.4	86.83	32611	o__Actinomycetales (UID1530)	72.98	0.0	0.0	79.0609	0.9999	0.0009
JAE010_024	JAE010	bin.24	False	False	True	False	612	kingdom	0.0	0.0	2546985	68.0	86.53	5031	k__Bacteria (UID203)	49.28	0.0	0.0	24.1006	0.9993	0.0064
JAE010_025	JAE010	bin.25	True	False	True	True	667	order	0.11	0.26	2096474	66.1	89.98	3809	o__Actinomycetales (UID1530)	89.72	1.66	66.67	7.0448	0.9977	0.0001
JAE010_026	JAE010	bin.26	True	False	True	False	571	kingdom	0.0	0.0	2171273	74.2	88.15	3939	k__Bacteria (UID203)	56.01	0.0	0.0	52.882	0.9987	0.0089
JAE010_027	JAE010	bin.27	True	False	True	False	364	genus	0.56	1.73	1337595	39.8	91.8	4027	f__Pasteurellaceae (UID4932)	72.55	1.33	75.0	36.6243	0.9991	0.0091
JAE012_001	JAE012	bin.1	True	False	True	True	463	kingdom	0.0	0.0	1905440	39.8	93.48	4858	p__Bacteroidetes (UID2605)	74.21	1.11	100.0	41.6151	0.9997	0.0006
JAE012_002	JAE012	bin.2	True	False	True	False	266	genus	0.11	0.25	1353973	66.3	89.58	5641	f__Actinomycetaceae (UID1531)	65.09	0.55	66.67	99.4435	0.9975	0.0131
JAE012_003	JAE012	bin.3	True	True	True	True	82	kingdom	0.0	0.0	2213095	60.2	82.08	36915	f__Neisseriaceae (UID3890)	97.81	2.12	54.55	42.7139	0.9998	0.0004
JAE012_004	JAE012	bin.4	True	True	True	True	545	kingdom	0.0	0.0	2270060	41.4	91.67	5328	p__Bacteroidetes (UID2605)	93.65	0.0	0.0	102.8712	0.9994	0.0009
JAE012_005	JAE012	bin.5	True	True	True	True	77	kingdom	0.0	0.0	2285032	54.0	85.04	48441	o__Actinomycetales (UID1530)	96.03	0.0	0.0	54.7648	0.9983	0.0009
JAE012_006	JAE012	bin.6	True	False	True	True	260	kingdom	0.0	0.0	1945898	44.0	90.62	10840	o__Lactobacillales (UID544)	85.52	0.78	75.0	129.4833	0.9997	0.002
JAE012_008	JAE012	bin.8	True	False	True	False	569	genus	0.04	0.08	1698185	56.4	84.26	3682	k__Bacteria (UID203)	56.82	4.31	100.0	18.4258	0.9991	0.0127
JAE012_009	JAE012	bin.9	True	False	True	True	189	family	0.03	0.07	762512	36.2	90.68	4282	k__Bacteria (UID2329)	56.2	0.0	0.0	26.2031	0.9995	0.0007
JAE012_010	JAE012	bin.10	False	False	True	False	871	kingdom	0.0	0.0	1682062	73.5	88.64	1973	f__Actinomycetaceae (UID1531)	48.27	3.59	35.29	11.7269	0.9974	0.0111
JAE012_011	JAE012	bin.11	True	True	True	True	145	genus	0.05	0.1	2226921	54.6	85.32	22725	f__Neisseriaceae (UID3890)	95.86	0.23	100.0	68.6515	0.9997	0.0006
JAE012_012	JAE012	bin.12	True	True	True	True	442	kingdom	0.0	0.0	2936043	47.4	83.12	9046	g__Prevotella (UID2724)	95.58	0.0	0.0	11.9591	0.9987	0.0004
JAE012_013	JAE012	bin.13	True	True	True	True	111	order	0.03	0.05	2675620	71.7	90.2	35631	f__Actinomycetaceae (UID1531)	96.1	2.01	66.67	36.4149	0.9995	0.0016
JAE012_014	JAE012	bin.14	True	False	True	True	713	kingdom	0.0	0.0	2195180	58.0	91.84	3726	o__Actinomycetales (UID1809)	83.18	1.25	50.0	6.9183	0.9971	0.0005
JAE012_015	JAE012	bin.15	True	True	False	True	102	genus	0.03	0.07	2270175	54.1	84.67	33975	f__Porphyromonadaceae (UID2622)	95.4	0.34	50.0	20.8004	0.9996	0.0005
JAE012_016	JAE012	bin.16	True	True	True	True	116	class	0.04	0.08	2362008	60.0	89.64	38771	c__Gammaproteobacteria (UID4201)	93.77	0.0	0.0	55.8216	0.9997	0.0007
JAE012_017	JAE012	bin.17	True	False	True	True	479	family	0.15	0.34	1360797	38.9	90.33	3442	o__Lactobacillales (UID355)	83.01	0.1	0.0	10.0753	0.9985	0.0013
JAE012_018	JAE012	bin.18	True	True	True	True	14	kingdom	0.0	0.0	3129243	65.6	87.66	225096	p__Proteobacteria (UID3887)	98.66	0.0	0.0	321.5643	0.9997	0.0001
JAE012_019	JAE012	bin.19	True	True	True	True	447	order	0.18	0.43	2051593	63.8	88.98	6122	k__Bacteria (UID209)	96.46	0.15	0.0	7.9479	0.9979	0.0004
JAE012_020	JAE012	bin.20	True	False	True	True	556	genus	0.54	1.82	995869	40.4	94.35	1833	f__Pasteurellaceae (UID4932)	56.46	0.69	50.0	6.5383	0.9972	0.0046
JAE012_021	JAE012	bin.21	True	True	True	True	41	kingdom	0.0	0.0	2854547	57.2	86.98	91070	o__Actinomycetales (UID1812)	99.89	0.0	0.0	41.8606	0.9998	0.0
JAE012_022	JAE012	bin.22	True	False	True	True	198	order	0.03	0.07	2077228	59.3	89.38	12882	k__Bacteria (UID203)	77.59	0.0	0.0	27.4235	0.9997	0.0047
JAE012_023	JAE012	bin.23	True	False	True	True	410	kingdom	0.0	0.0	1495397	41.6	93.9	3910	p__Bacteroidetes (UID2605)	70.82	0.48	100.0	30.0637	0.9995	0.0015
JAE012_024	JAE012	bin.24	True	False	True	True	466	kingdom	0.0	0.0	1321930	65.2	89.19	2992	p__Actinobacteria (UID2112)	66.98	0.81	100.0	6.7138	0.9969	0.0024
JAE012_025	JAE012	bin.25	True	False	True	False	467	class	0.05	0.1	1188673	45.0	92.17	2889	k__Bacteria (UID2569)	68.33	2.33	60.0	21.7694	0.9993	0.0069
JAE012_026	JAE012	bin.26	True	True	True	False	133	genus	0.04	0.08	1911816	47.0	89.26	24045	o__Lactobacillales (UID355)	96.15	0.54	100.0	86.7535	0.999	0.0145
JAE012_027	JAE012	bin.27	True	True	True	True	121	order	0.03	0.06	3348617	66.2	89.91	43456	o__Actinomycetales (UID1697)	96.42	2.01	20.0	12.9649	0.9994	0.0005
JAE012_028	JAE012	bin.28	True	False	True	True	256	kingdom	0.0	0.0	1461348	42.6	91.07	8078	g__Streptococcus (UID561)	74.74	9.75	42.67	64.688	0.9997	0.0036
JAE012_030	JAE012	bin.30	False	False	True	True	470	kingdom	0.0	0.0	827835	34.7	96.12	1812	k__Bacteria (UID2329)	49.29	3.37	0.0	27.4867	0.999	0.0041
JAE013_001	JAE013	bin.1	True	False	True	False	366	kingdom	0.0	0.0	1258041	47.6	89.82	3787	o__Lactobacillales (UID355)	66.2	2.7	100.0	58.1611	0.9986	0.0127
JAE013_002	JAE013	bin.2	True	False	True	True	392	kingdom	0.0	0.0	1389918	41.5	94.3	3789	p__Bacteroidetes (UID2605)	70.15	0.57	100.0	33.8113	0.9994	0.0023
JAE013_003	JAE013	bin.3	True	False	True	False	437	kingdom	0.0	0.0	2811783	68.4	87.24	8434	f__Actinomycetaceae (UID1531)	82.16	3.36	18.18	17.996	0.9994	0.0123
JAE013_004	JAE013	bin.4	True	False	True	False	611	kingdom	0.0	0.0	2119150	68.8	87.84	3929	f__Actinomycetaceae (UID1531)	58.95	0.53	0.0	9.382	0.998	0.007
JAE013_005	JAE013	bin.5	True	True	True	True	15	kingdom	0.0	0.0	3095867	65.6	87.79	481778	p__Proteobacteria (UID3887)	98.66	0.0	0.0	55.1038	0.9997	0.0001
JAE013_006	JAE013	bin.6	True	False	True	True	590	kingdom	0.0	0.0	1801775	40.2	94.47	3426	p__Bacteroidetes (UID2605)	62.47	0.71	100.0	23.8809	0.9993	0.0012
JAE013_007	JAE013	bin.7	True	False	True	True	431	class	0.02	0.05	1977868	60.6	90.68	5503	k__Bacteria (UID203)	74.14	1.72	0.0	10.5394	0.9982	0.0035
JAE013_008	JAE013	bin.8	True	False	True	True	251	genus	0.1	0.24	592627	38.0	94.29	2490	k__Bacteria (UID1453)	52.18	0.0	0.0	17.0848	0.9988	0.0
JAE013_009	JAE013	bin.9	True	False	True	True	468	kingdom	0.0	0.0	1724262	41.5	92.91	4075	p__Bacteroidetes (UID2605)	77.17	0.63	100.0	42.4277	0.9996	0.0009
JAE013_010	JAE013	bin.10	True	False	True	True	241	genus	0.04	0.07	1890065	54.8	85.01	10825	f__Neisseriaceae (UID3890)	82.73	0.45	0.0	71.6918	0.9999	0.0011
JAE013_011	JAE013	bin.11	True	True	True	True	58	kingdom	0.0	0.0	2612043	64.3	83.0	78124	o__Burkholderiales (UID4000)	98.5	0.0	0.0	24.7145	0.9998	0.0001
JAE013_012	JAE013	bin.12	True	True	True	True	153	genus	0.06	0.12	1806111	55.1	87.32	17688	f__Neisseriaceae (UID3890)	93.16	0.23	0.0	35.8458	0.9995	0.0008
JAE013_013	JAE013	bin.13	True	False	True	True	272	genus	0.04	0.09	2095363	57.1	82.12	11863	f__Neisseriaceae (UID3890)	89.38	1.43	83.33	34.6026	0.9995	0.0038
JAE013_014	JAE013	bin.14	True	False	True	False	569	kingdom	0.0	0.0	1358174	44.8	90.63	2466	o__Lactobacillales (UID544)	52.9	4.38	84.38	86.6319	0.9988	0.0133
JAE013_015	JAE013	bin.15	True	False	True	True	565	kingdom	0.0	0.0	1843066	61.1	82.51	4036	k__Bacteria (UID203)	63.56	2.59	100.0	14.2274	0.9981	0.0011
JAE013_016	JAE013	bin.16	True	False	True	True	600	kingdom	0.0	0.0	2737646	66.7	90.68	5416	o__Actinomycetales (UID1697)	86.69	3.75	30.0	8.277	0.9978	0.0005
JAE013_017	JAE013	bin.17	True	True	True	True	444	kingdom	0.0	0.0	2201715	51.8	84.06	8092	f__Neisseriaceae (UID3890)	91.01	1.47	100.0	216.9748	0.9997	0.002
JAE013_018	JAE013	bin.18	True	True	True	True	178	kingdom	0.0	0.0	2328927	57.7	86.36	19106	o__Actinomycetales (UID1530)	94.04	1.32	100.0	20.7207	0.9997	0.0024
JAE013_019	JAE013	bin.19	True	False	True	True	500	genus	0.55	1.74	1713874	40.1	92.67	4350	f__Pasteurellaceae (UID4932)	89.02	1.6	66.67	15.4821	0.9989	0.005
JAE013_020	JAE013	bin.20	True	False	True	False	383	kingdom	0.0	0.0	1277957	41.7	91.21	3487	k__Bacteria (UID203)	51.33	3.45	100.0	43.2366	0.9997	0.0113
JAE014_001	JAE014	bin.1	True	False	True	True	93	phylum	0.04	0.07	696393	47.1	91.78	8791	k__Bacteria (UID1452)	61.57	1.95	0.0	10.6038	0.999	0.0003
JAE014_002	JAE014	bin.2	False	False	True	True	411	kingdom	0.0	0.0	715099	31.3	96.17	1762	p__Euryarchaeota (UID3)	49.27	0.86	50.0	24.6461	0.9988	0.0001
JAE014_003	JAE014	bin.3	True	True	True	True	148	genus	0.05	0.11	2410683	64.6	85.76	33289	o__Burkholderiales (UID4000)	94.33	1.17	40.0	65.5915	0.9992	0.0036
JAE014_004	JAE014	bin.4	True	False	True	False	680	order	0.02	0.05	2488993	72.0	85.47	3461	f__Actinomycetaceae (UID1531)	75.4	0.66	66.67	58.8642	0.9965	0.0087
JAE014_005	JAE014	bin.5	True	False	True	False	541	kingdom	0.0	0.0	2917006	72.1	87.29	6725	f__Actinomycetaceae (UID1531)	72.23	0.69	25.0	45.6626	0.9988	0.0073
JAE014_006	JAE014	bin.6	True	True	True	True	253	genus	0.03	0.06	2173594	42.9	89.56	13794	f__Pasteurellaceae (UID4932)	96.48	2.29	47.62	38.4541	0.9995	0.0023
JAE014_007	JAE014	bin.7	True	True	True	True	27	genus	0.03	0.06	2141960	61.5	85.79	102540	f__Actinomycetaceae (UID1531)	100.0	2.01	0.0	26.7663	0.9992	0.0002
JAE014_008	JAE014	bin.8	True	False	True	True	28	class	0.06	0.13	681195	46.1	92.8	39353	k__Bacteria (UID1453)	62.82	2.56	0.0	81.2523	0.9987	0.0005
JAE014_009	JAE014	bin.9	True	False	True	True	528	kingdom	0.0	0.0	983593	40.8	93.74	1961	o__Clostridiales (UID1226)	65.69	0.69	50.0	9.8439	0.9979	0.0013
JAE014_010	JAE014	bin.10	True	False	True	True	34	class	0.06	0.12	767606	48.5	90.85	31590	k__Bacteria (UID1452)	61.57	1.85	50.0	125.8893	0.9995	0.0002
JAE014_011	JAE014	bin.11	True	False	True	False	201	kingdom	0.0	0.0	655478	41.2	94.01	3375	o__Clostridiales (UID1120)	67.23	0.89	50.0	11.4807	0.9982	0.0054
JAE014_012	JAE014	bin.12	True	False	True	True	505	kingdom	0.0	0.0	3221153	73.2	85.83	10058	f__Actinomycetaceae (UID1531)	87.09	1.34	33.33	177.4656	0.9986	0.0035
JAE014_013	JAE014	bin.13	True	False	True	False	919	kingdom	0.0	0.0	1824708	64.7	83.03	2080	o__Burkholderiales (UID4000)	64.09	2.71	71.43	16.5621	0.9988	0.006
JAE014_014	JAE014	bin.14	True	True	True	False	394	genus	0.03	0.06	2786635	67.0	90.83	10946	o__Actinomycetales (UID1697)	92.45	2.06	0.0	45.7331	0.9988	0.0085
JAE014_015	JAE014	bin.15	True	True	True	True	29	kingdom	0.0	0.0	3123421	65.6	87.87	172342	p__Proteobacteria (UID3887)	98.66	0.0	0.0	46.4943	0.9999	0.0001
